subject,predicate,object,confidence,source,section,correctness,relevance,well_formedness,normalized_score,rationale,error
genetic_risk_factors,risk_factor_of,alzheimer_s_disease,0.5735968381166459,span,introduction,5,5,5,1.0,Genetic risk factors for Alzheimer disease are well supported and the triple is clear and well-formed.,
cognitive_stimulation_through_schooling,leads_to,cognitive_reserve,0.5709713131189347,span,abstract,5,5,5,1.0,School-based cognitive stimulation contributing to cognitive reserve is plausible and the triple is well structured.,
sex,risk_factor_of,dementia,0.5707067608833314,span,statistical analysis,5,5,5,1.0,"Sex is associated with dementia risk and the triple is a clear, relevant, and well‑formed statement.",
schooling,leads_to,cognitive_reserve,0.570436841249466,span,abstract,5,5,5,1.0,Formal schooling is a plausible contributor to cognitive reserve and the triple is clear and informative.,
systemic_racism,risk_factor_of,depression,0.5695565402507783,span,depression,5,5,5,1.0,Systemic racism is a plausible social determinant/risk factor for depression and is well scoped and informative.,
alzheimer_s_disease,causes,dementia,0.5692934572696686,span,2.3 outcomes,5,5,5,1.0,Alzheimer's disease is a well-established cause of dementia and the triple is precise and well-formed.,
physical_activity,risk_factor_of,cognitive_decline,0.5691841155290605,span,results,5,5,5,1.0,"Physical activity is strongly associated with reduced cognitive decline risk, making this a highly correct, relevant, and well-formed triple.",
hyperphosphorylated_tau,causes,compromised_axonal_and_synaptic_integrity,0.5688978731632233,span,glutamatergic/excitatory neurons,5,5,5,1.0,Hyperphosphorylated tau is well-established to cause compromised axonal and synaptic integrity in neurodegeneration.,
hypertension,leads_to,cognitive_decline,0.5687240272760392,span,discussion,5,5,5,1.0,"Hypertension is a well-established risk factor that can lead to cognitive decline, making this a correct, relevant, and well-formed statement.",
sarcopenia,associated_with,adverse_health_outcomes,0.5685991227626801,span,introduction,5,5,5,1.0,Well-established fact that sarcopenia is associated with adverse health outcomes and the triple fits the schema.,
body_mass_index,risk_factor_of,atrial_fibrillation,0.5674480110406876,span,data sources,5,5,5,1.0,Elevated BMI is a well-established risk factor for atrial fibrillation and the triple is clear and well-formed.,
depression,measured_by,geriatric_depression_scale,0.5673228859901429,span,potential covariates,5,5,5,1.0,"Depression is commonly measured by the Geriatric Depression Scale, making this triple accurate and well formed.",
nfl,associated_with,progression_of_dementia,0.5673210501670838,span,demographics,5,5,5,1.0,"Neurofilament light chain (NfL) is a well-supported biomarker associated with neurodegeneration and dementia progression, and the triple is clear and accurate.",
obesity,risk_factor_of,myocardial_infarction,0.5666860848665238,span,measures,5,5,5,1.0,Obesity is a well-established risk factor for myocardial infarction.,
tau,associated_with,dementia,0.5664475023746491,span,articles,5,5,5,1.0,Tau pathology is strongly associated with dementia; this is accurate and fits the schema.,
modifiable_risk_factors,risk_factor_of,dementia,0.5654848098754883,span,introduction,5,5,5,1.0,Modifiable risk factors are legitimately described as risk factors for dementia and the triple matches the schema well.,
overt_dementia,occurs_in,old_age,0.5654203921556473,span,discussion,5,5,5,1.0,"Overt dementia is a disease that predominantly occurs in old age, making this accurate, relevant, and well-formed.",
alzheimer’s_disease,affects,memory,0.5649638801813126,span,keywords,5,5,5,1.0,"Alzheimer’s disease affecting memory is a well-known, relevant fact and the triple is well-formed.",
mild_cognitive_impairment,affects,older_adults,0.5646818041801454,span,abstract,5,5,5,1.0,Accurate and well-formed statement that mild cognitive impairment affects older adults.,
longitudinal_aβ_accumulation,measured_by,pet,0.5644771039485932,span,discussion,5,5,5,1.0,Longitudinal amyloid-β accumulation is appropriately and commonly measured by PET imaging.,
ohc,measured_by,dpoae,0.5635689973831177,span,4 discussion,5,5,5,1.0,"DPOAE is a standard measure of outer hair cell (OHC) function, so 'ohc measured_by dpoae' is correct, relevant, and well-formed.",
diabetes,risk_factor_of,cognitive_decline,0.5634851813316346,span,results,5,5,5,1.0,"Diabetes is a well-established risk factor for cognitive decline, making this a factual, informative, and well-formed triple.",
interventions,improves,cognitive_function,0.5623752385377885,span,articles,5,5,5,1.0,"Interventions improving cognitive function is a clear, well-supported, and well-formed treatment-outcome relation.",
nfl_levels,predicts,dementia,0.5621252983808518,span,demographics,5,5,5,1.0,"Neurofilament light chain levels are well supported as predictors of future dementia, and the triple is clear and relevant.",
education,risk_factor_of,dementia,0.5620839506387711,span,statistical analysis,5,5,5,1.0,"Education level is a well-known determinant of dementia risk and thus a relevant, accurate relation.",
sleep_quality,measured_by,pittsburgh_sleep_quality_index,0.5620535522699357,span,keywords,5,5,5,1.0,"The Pittsburgh Sleep Quality Index is a standard instrument for measuring sleep quality, so this triple is accurate and well formed.",
few_years_of_education,risk_factor_of,dementia,0.561791005730629,span,discussion,5,5,5,1.0,Few years of education is a recognized demographic risk factor for dementia and the triple is well-formed and relevant.,
alzheimer's_disease,causes,dementia,0.5614965021610261,span,introduction,5,5,5,1.0,Alzheimer's disease is a common cause of dementia and the triple is factually and structurally sound.,
obesity,risk_factor_of,alzheimer’s_disease,0.5613545656204224,span,4. discussion,5,5,5,1.0,"Obesity, particularly in midlife, is plausibly and commonly reported as a risk factor for Alzheimer's disease.",
intervaltraining,improves,crf,0.5612986415624619,span,summary and recommendation,5,5,5,1.0,Interval training is well evidenced to improve cardiorespiratory fitness and the triple is precise and well formed.,
dementia,affects,memory,0.5610774517059327,span,background,5,5,5,1.0,"Dementia affecting memory is a clear, accurate, and well-formed disease->symptom relation.",
increased_alcohol_consumption,risk_factor_of,dementia,0.5608577311038971,span,introduction,5,5,5,1.0,"Increased alcohol consumption as a risk factor for dementia is a plausible, relevant, and well-formed statement.",
educational_level,affects,memory,0.5608242958784104,span,correlation between variables,5,5,5,1.0,Educational level plausibly and meaningfully affects memory performance.,
loneliness,associated_with,poor_sleep_quality,0.5604892402887345,span,keywords,5,5,5,1.0,Well supported association in literature and fits schema cleanly.,
difficult_experiences,affects,brain,0.5602967470884324,span,discussion,5,5,5,1.0,Difficult experiences affecting the brain is a well-supported and well-formed claim linking a risk factor to an anatomy outcome.,
alzheimer_s_disease,affects,memory,0.5601440846920014,span,keywords,5,5,5,1.0,"Alzheimer disease commonly affects memory; this is a correct, relevant, and well-formed triple.",
age,risk_factor_of,mild_cognitive_impairment,0.5600545018911363,span,statistical analysis,5,5,5,1.0,"Older age is a recognized risk factor for mild cognitive impairment, and the triple fits the schema.",
age,risk_factor_of,cognitive_impairment,0.559671974182129,span,3.2. univariate analysis,5,5,5,1.0,"Increasing age is a well-established risk factor for cognitive impairment, matching the schema precisely.",
hypertension,leads_to,microvascular_damage,0.5595670521259308,span,discussion,5,5,5,1.0,"Hypertension is a well-known cause of microvascular damage, making this a correct and informative disease→pathology triple.",
aerobic_training,affects,white_matter_microstructure,0.5595545321702957,span,white matter integrity,5,5,5,1.0,"There is good evidence that aerobic training can affect white matter microstructure, making this a plausible, informative triple.",
biological_evidence_of_alzheimer_disease_pathophysiology,measured_by,cerebrospinal_fluid,0.5594528794288636,span,introduction,5,5,5,1.0,"CSF biomarkers directly measure biological evidence of Alzheimer disease pathophysiology, making this accurate and well-formed.",
total_recall_sum,measured_by,rey_auditory_verbal_learning_test,0.5584518790245057,span,outcome variables,5,5,5,1.0,Total recall sum across trials is a well-known RAVLT outcome and the triple is clear and appropriate.,
age,associated_with,cognitive_impairment,0.5573127925395966,span,3.2. univariate analysis,5,5,5,1.0,Age is a well-established correlate of cognitive impairment and is meaningfully expressed by this relation.,
exercise,affects,brain_structure,0.5572516828775407,span,midlife aerobic exercise and neurocognitive function,5,5,5,1.0,"Exercise is a well-supported lifestyle factor that affects brain structure, so this is accurate, relevant, and well-formed.",
limited_social_network,risk_factor_of,cognitive_impairment,0.5563751786947251,span,discussion,5,5,5,1.0,"Limited social network is a recognized risk factor for cognitive impairment, making this claim accurate, relevant, and well structured.",
older_age,risk_factor_of,dementia,0.556110042333603,span,abstract,5,5,5,1.0,"Well-supported, specific, and properly typed: older age is a risk factor for dementia.",
tbi,risk_factor_of,new-onset_dementia,0.5559573352336884,span,paf trajectory in china,5,5,5,1.0,"Traumatic brain injury (TBI) is a well-established risk factor for new-onset dementia, so the triple is accurate and well-formed.",
microstructural_integrity,measured_by,dti,0.5556110620498658,span,white matter integrity,5,5,5,1.0,"Diffusion MRI (DTI) commonly measures general microstructural integrity, so this is accurate and well-formed.",
sleep-disordered_breathing,risk_factor_of,alzheimer_s_disease,0.555473017692566,span,conclusions,5,5,5,1.0,Sleep‑disordered breathing is plausibly a risk factor for Alzheimer’s disease and the triple is clear and well formed.,
age,risk_factor_of,alzheimer’s_disease,0.5554664462804795,span,risk factors on bai,5,5,5,1.0,Age is a well-established risk factor for Alzheimer’s disease and the triple is clear and well-formed (demographic — risk_factor_of — disease).,
dementia,affects,older_adults,0.5554593414068223,span,abstract,5,5,5,1.0,Accurate and well-formed statement that dementia affects older adults.,
alzheimer_s_disease,affects,temporal_regions,0.5550719350576401,span,2.2 cognitive tests and other predictors of future dementia,5,5,5,1.0,"Alzheimer's disease characteristically affects temporal brain regions, making this a correct, relevant, and well-formed triple.",
excessive_daytime_sleepiness,measured_by,epworth_sleepiness_scale,0.5544745683670045,span,indicators of poor sleep health within an african american cohort,5,5,5,1.0,"Excessive daytime sleepiness is commonly measured using the Epworth Sleepiness Scale, making this a accurate, informative, and well-formed symptom–measurement triple.",
apoe_genotype,leads_to,higher_aβ_deposition,0.5544696897268295,span,discussion,5,5,5,1.0,"Certain APOE genotypes (e.g., APOE4) are associated with increased amyloid-β deposition, and the triple is clear and meaningful.",
aerobic_exercise_programs,improves,crf,0.5544050067663193,span,gray matter volume,5,5,5,1.0,"Aerobic exercise programs reliably improve cardiorespiratory fitness (crf), a clear and relevant treatment→biomarker relation.",
low_education,risk_factor_of,cognitive_disorders,0.5543837279081345,span,introduction,5,5,5,1.0,Low education is a well-established risk factor for cognitive disorders and is clearly expressed.,
depression,affects,cognitive_function,0.5543675929307939,span,abstract,5,5,5,1.0,Well supported and clearly expressed that depression affects cognitive function.,
age,risk_factor_of,dementia,0.5531923830509187,span,statistical analysis,5,5,5,1.0,"Age is a well-known risk factor for dementia, making this a correct, relevant, and well-formed triple.",
education_levels,risk_factor_of,dementia,0.5529107034206391,span,data analysis,5,5,5,1.0,"Educational attainment is a well-established risk factor for dementia, making this a highly correct, relevant, and well-formed triple.",
age,risk_factor_of,alzheimer_s_disease,0.5528174072504044,span,statistical analysis,5,5,5,1.0,Age is a well-established and directly relevant risk factor for Alzheimer’s disease and the triple is well-formed.,
cytokine-mediated_signaling_pathway,associated_with,alzheimer_s_disease,0.5518885135650635,span,pathway analysis by gsea in various ad stages,5,5,5,1.0,Cytokine-mediated signaling pathways are plausibly and relevantly associated with Alzheimer's disease and the triple is well-formed.,
education,predicts,late_midlife_cognition_scores,0.5513561844825745,span,1 background,5,5,5,1.0,"Education is plausibly and commonly reported to predict late‑midlife cognitive test scores, the triple is informative and fits the schema.",
higher_dementia_genetic_risk,risk_factor_of,dementia,0.5507656514644623,span,introduction,5,5,5,1.0,Higher genetic risk for dementia is correctly and usefully described as a risk factor for dementia.,
long-term_aerobic_exercise,improves,neurocognitive_function,0.5502409189939499,span,midlife aerobic exercise and neurocognitive function,5,5,5,1.0,"Long-term aerobic exercise has strong evidence for improving neurocognitive function, making this accurate, relevant, and well-formed.",
ses,causes,health_inequalities,0.5495639771223069,span,discussion,5,5,5,1.0,"Socioeconomic status is a major determinant of health and plausibly drives health inequalities, making the triple accurate and well-formed.",
exploratory_behavior,measured_by,ymaze_test,0.5490190863609314,span,3.5.bluntingtranscytosis in tanycytes alters spatial working memory,5,5,5,1.0,"The Y‑maze test is commonly used to measure exploratory behavior/spontaneous alternation, so this is accurate and informative.",
social_isolation,risk_factor_of,incident_dementia,0.5488910555839539,span,social isolation,5,5,5,1.0,Social isolation is a well-established risk factor for incident dementia and the triple is precise and well-formed.,
dementia,affects,cognition,0.5488760828971863,span,1 background,5,5,5,1.0,"Accurate, informative, and well formed: dementia is a disease that affects cognition.",
older_age,risk_factor_of,dementia,0.5482909560203553,span,3 results,5,5,5,1.0,Older age is a well established and clearly stated risk factor for dementia and the triple is well formed.,
excessive_alcohol_consumption,risk_factor_of,dementia,0.5481543004512787,span,statistical analyses,5,5,5,1.0,"Excessive alcohol consumption is a recognized risk factor for dementia in general, so this is correct and meaningful.",
vascular_cognitive_impairment,affects,executive_function,0.5475526809692383,span,4 discussion,5,5,5,1.0,"Vascular cognitive impairment is well-known to affect executive function, and the triple is well-structured.",
socioeconomic_differences,risk_factor_of,dementia,0.5472593367099762,span,discussion,5,5,5,1.0,Socioeconomic differences are plausibly risk factors for dementia and the triple is clear and relevant.,
tbi,associated_with,dementia,0.547097510099411,span,measures,5,5,5,1.0,Traumatic brain injury is plausibly and empirically associated with increased dementia risk.,
alcohol,affects,oxidative_stress,0.5466162323951721,span,introduction,5,5,5,1.0,"Alcohol exposure increases oxidative stress, a widely supported biological effect.",
cardiovascular_risk_factors,risk_factor_of,dementia,0.5464567750692367,span,introduction,5,5,5,1.0,"Cardiovascular risk factors are well-established risk factors for dementia, and the triple is accurate and well-formed.",
cognitive_stimulation,leads_to,cognitive_reserve,0.5459444284439087,span,abstract,5,5,5,1.0,Cognitive stimulation plausibly contributes to cognitive reserve and the relation is well formed and informative.,
apolipoprotein_e_gene,associated_with,alzheimer_disease,0.5430543482303619,span,strengths and limitations,5,5,5,1.0,The APOE gene is well established to be associated with Alzheimer disease and the triple is well formed.,
blood_pressure,risk_factor_of,dementia,0.5430045038461685,span,modifiable risk factor prevalence,5,5,5,1.0,"Elevated blood pressure is a well-established risk factor for dementia, making this accurate, relevant, and well formed.",
sex,risk_factor_of,impaired_cognition,0.5424731135368347,span,statistical analysis,5,5,5,1.0,"Sex is a demographic attribute that can be associated with risk of impaired cognition, so this triple is accurate and well-formed.",
genetic_risk_factors,risk_factor_of,alzheimer_s_disease,0.5422402501106263,span,advanced ad,5,5,5,1.0,Genetic risk factors are a well-established risk factor for Alzheimer's disease and the triple is correct and well formed.,
phosphorylated_tau_proteins,part_of,alzheimer_s_disease,0.5418858379125595,span,keywords,5,5,5,1.0,"Phosphorylated tau proteins as part of Alzheimer_s_disease is accurate, informative, and well-structured.",
diabetes,risk_factor_of,mci,0.5416648745536804,span,introduction,5,5,5,1.0,Diabetes is a well-established risk factor for cognitive impairment including mild cognitive impairment (MCI).,
hearing_loss,risk_factor_of,dementia,0.5412696957588196,span,background,5,5,5,1.0,Hearing loss is a well-supported modifiable risk factor for dementia.,
age,risk_factor_of,alzheimer_disease_related_dementias,0.5408925294876099,span,statistical analysis,5,5,5,1.0,Age is a recognized risk factor for Alzheimer‑related dementias and the triple is clear and appropriate.,
joseph_and_kathleen_bryan_brain_bank,part_of,duke/unc_alzheimer_s_diseaserc,0.5407637804746628,span,human brain specimens,5,5,5,1.0,A named brain bank being part of a specific ADRC is plausible and informative and fits the part_of relation.,
potentially_modifiable_risk_factors,risk_factor_of,dementias,0.5404158115386963,span,added value of this study,5,5,5,1.0,"A category of potentially modifiable risk factors being risk factors for dementias is accurate, relevant, and well-formed.",
physical_inactivity,risk_factor_of,new-onset_dementia,0.5402509450912476,span,implications of all the available evidence,5,5,5,1.0,Physical inactivity is a plausible risk factor for incident (new-onset) dementia and the triple is well formed.,
aerobic_training,improves,global_cognition,0.5399666726589203,span,cognitive function,5,5,5,1.0,"Evidence supports that aerobic training can improve global cognition, making this a correct, relevant, and well-formed triple.",
hypertension,risk_factor_of,mci,0.5396227300167084,span,introduction,5,5,5,1.0,"Hypertension is a known risk factor for cognitive decline and MCI, so this is correct and well-formed.",
excessive_consumption,risk_factor_of,dementia,0.5395985424518586,span,discussion,5,5,5,1.0,"Excessive alcohol consumption is a well-established risk factor for dementia, making this a correct, relevant, and well-formed triple.",
depression,associated_with,dementia,0.538014030456543,span,measures,5,5,5,1.0,Depression is well established to be associated with higher risk of dementia.,
gfap,associated_with,alzheimer_s,0.5365217804908753,span,discussion,5,5,5,1.0,GFAP (a biomarker) is associated with Alzheimer's disease and the triple is precise and appropriate.,
lecanemab,improves,rating-sum_of_boxes_scale,0.5361068427562714,span,cognitive function,5,5,5,1.0,"Lecanemab has demonstrated benefit on the CDR‑Sum‑of‑Boxes (rating sum of boxes) outcome, so this triple is accurate and well‑formed.",
alzheimer’s_disease,causes,dementia,0.5345993965864182,span,1 background,5,5,5,1.0,"Alzheimer's disease is a well‑established cause of dementia, the triple is factual and well formed.",
alzheimer’s_disease,affects,cognition,0.5345517426729203,span,keywords,5,5,5,1.0,"Alzheimer’s disease affecting cognition is accurate, informative, and properly structured.",
sex,part_of,sociodemographic_factors,0.5345338195562362,span,exposure assessment,5,5,5,1.0,Sex is a clear sociodemographic attribute and fits the part_of relation cleanly.,
amnestic_mild_cognitive_impairment,leads_to,dementia,0.5339107841253281,span,introduction,5,5,5,1.0,"Amnestic MCI commonly progresses to dementia, so this disease→disease causal relation is accurate and well-formed.",
risk_factors,risk_factor_of,dementia,0.5336283951997757,span,abstract,5,5,5,1.0,Correct and well-formed: risk factors can be described as risk factors of dementia.,
low_educational_attainment,risk_factor_of,alzheimer_s_disease,0.5332954376935959,span,keywords,5,5,5,1.0,Low educational attainment is a well-recognized risk factor for Alzheimer disease and the triple is precise and well formed.,
diabetes_mellitus,risk_factor_of,new-onset_dementia,0.5332305759191514,span,paf trajectory in china,5,5,5,1.0,"Diabetes mellitus is an established risk factor for incident (new-onset) dementia, so this is accurate and well-formed.",
dementia,affects,behavior,0.5329359382390976,span,1 background,5,5,5,1.0,Accurate and well formed: dementia commonly affects behavior and is a meaningful statement.,
proposed_brain_age_model,predicts,age,0.5328561842441559,span,acquisition of brain mri and image processing,5,5,5,1.0,"A proposed brain-age model predicting chronological age is a clear, plausible, and well-formed statement.",
lifestyles,risk_factor_of,dementia,0.5325279295444488,span,discussion,5,5,5,1.0,"Lifestyle factors are well-established, plausible risk factors for dementia and the triple matches the schema.",
aging,affects,hippocampus,0.5324407130479812,span,1. introduction,5,5,5,1.0,Aging plausibly affects the hippocampus and the triple is well formed and relevant.,
race,risk_factor_of,coronary_heart_disease,0.5320425391197204,span,statistical analyses,5,5,5,1.0,"Race is associated with coronary heart disease risk in many studies, making this triple plausible and well formed.",
apoe,associated_with,alzheimer’s_disease,0.5315804809331894,span,discussion,5,5,5,1.0,"APOE is well-established as associated with Alzheimer's disease, making this statement accurate and informative.",
obesity,leads_to,increased_blood_pressure,0.531017130613327,span,discussion,5,5,5,1.0,"Obesity leading to increased blood pressure is a well-supported, relevant, and properly formed relation.",
low_educational_level,risk_factor_of,cognitive_impairment,0.5308701008558273,span,5. conclusion,5,5,5,1.0,"Low educational level is a well-established risk factor for cognitive impairment, making this accurate, relevant, and well-formed.",
childhood_adversity,risk_factor_of,depression,0.5306825667619706,span,depression,5,5,5,1.0,Childhood adversity is a well-established risk factor for later depression and the triple fits the schema.,
hypertension,risk_factor_of,dementia,0.530627092719078,span,abstract,5,5,5,1.0,Hypertension is a well-established risk factor for dementia and the triple is well-formed.,
educational_level,part_of,sociodemographic_factors,0.5304776489734649,span,exposure assessment,5,5,5,1.0,Educational level is a sociodemographic attribute and the relation is appropriate and well formed.,
alzheimer_s_disease,affects,cognition,0.5300565391778946,span,keywords,5,5,5,1.0,"Alzheimer disease affects cognition is accurate, informative, and structurally clear.",
history_of_stroke,risk_factor_of,dementia,0.5295526891946792,span,4 discussion,5,5,5,1.0,"A history of stroke is a well‑recognized risk factor for dementia, making this a correct, relevant, and well-formed triple.",
traumatic_brain_injury,risk_factor_of,alzheimer_s_disease_related_dementias,0.5290962189435959,span,introduction,5,5,5,1.0,"Traumatic brain injury is consistently associated with higher risk of Alzheimer disease–related dementias, making this accurate, relevant, and well-formed.",
race,part_of,sociodemographic_factors,0.5289596527814865,span,exposure assessment,5,5,5,1.0,Race is plausibly and usefully a sociodemographic factor and the triple is well structured.,
age,risk_factor_of,dementia,0.5287432879209518,span,statistical analysis,5,5,5,1.0,Age is a well‑established risk factor for dementia and the triple is clear and well‑formed.,
structural_and_functional_brain_abnormalities,measured_by,brain_imaging,0.5286102920770646,span,1. introduction,5,5,5,1.0,Structural and functional brain abnormalities are appropriately and plausibly measured by brain imaging.,
low_educational_attainment,risk_factor_of,dementia,0.5281225770711899,span,introduction,5,5,5,1.0,Low educational attainment is a well-known risk factor for dementia and the triple fits the schema.,
current_alcohol_consumption,risk_factor_of,hypertension,0.5268946617841721,span,statistical analyses,5,5,5,1.0,Alcohol consumption is a known modifiable exposure associated with higher blood pressure and hypertension risk and the triple is clear.,
nfl,associated_with,alzheimer_s,0.5263982743024826,span,discussion,5,5,5,1.0,Neurofilament light chain (NfL) is associated with Alzheimer's disease and the statement is accurate and well-formed.,
obesity,risk_factor_of,osa,0.5262323826551437,span,discussion,5,5,5,1.0,"Obesity is a well-established and plausible risk factor for obstructive sleep apnea, making this a correct, relevant, and well-formed triple.",
gut_microbiota,affects,brain_function,0.5242148250341415,span,discussion,5,5,5,1.0,"There is strong supportive evidence that the gut microbiota can affect brain function (gut–brain axis), making this a clear, relevant, and well‑formed triple.",
genetic_risk,measured_by,prs,0.5238210767507553,span,introduction,5,5,5,1.0,Same as above using the abbreviation PRS; the relation and entity types fit well.,
obesity,causes,insulin_resistance,0.523404797911644,span,discussion,5,5,5,1.0,"Obesity causing insulin resistance is well-established, highly relevant, and well-structured.",
alzheimer_s_disease,causes,memory_lapses,0.5225797921419144,span,keywords,5,5,5,1.0,"Memory lapses are a classic symptom caused by Alzheimer’s disease, so this triple is accurate and well-formed.",
radiation,affects,cognitive_function,0.5214763790369034,span,strengths and limitations,5,5,5,1.0,"Radiation can affect cognitive function (especially cranial radiation), so this is a correct, relevant, and well-formed claim.",
physical_inactivity,risk_factor_of,alzheimer_s_disease,0.5213684618473053,span,discussion,5,5,5,1.0,"Physical inactivity is a well-supported, relevant risk factor for Alzheimer's disease and is expressed clearly.",
intellectual_activities_in_adulthood,predicts,late_midlife_cognition_scores,0.5208642929792404,span,1 background,5,5,5,1.0,Adult intellectual activities are plausibly predictive of late‑midlife cognitive test scores and the triple is informative and well‑formed.,
age,risk_factor_of,dementia_risk,0.519443753361702,span,statistical analysis,5,5,5,1.0,Age is a primary predictor of dementia risk and is correctly framed as a risk factor.,
modifiable_risk_factors,risk_factor_of,cerebrovascular_pathology,0.5193100869655609,span,5. conclusions,5,5,5,1.0,"Modifiable risk factors being risk factors for cerebrovascular pathology is a clear, plausible, and well-formed claim.",
alzheimer_disease,leads_to,deterioration_of_cognition,0.5187367677688599,span,archives of rehabilitation research and clinical translation,5,5,5,1.0,"Stating Alzheimer's leads to deterioration of cognition is accurate, relevant, and well-formed.",
memory,measured_by,late_recall,0.5186546921730042,span,cognitive function,5,5,5,1.0,Late (delayed) recall is a standard and direct measure of memory functioning.,
age,risk_factor_of,alzheimer_s_diseaserd,0.5185034602880478,span,sensitivity analysis,5,5,5,1.0,"Advanced age is a well‑established risk factor for Alzheimer’s disease, making this accurate, relevant, and well formed.",
depression,treated_by,antidepressants,0.5181649684906006,span,discussion,5,5,5,1.0,Antidepressants are standard treatments for depression.,
disrupted_communication,leads_to,cognitive_changes,0.5180051505565644,span,4.3 leptin markers and white matter microstructural integrity,5,5,5,1.0,"Disrupted (neural) communication causing cognitive changes is a well-supported, informative, and well-structured claim.",
neurodegeneration,leads_to,cognitive_impairment,0.517637825012207,span,alzheimer and vascular dementias,5,5,5,1.0,"Neurodegeneration causing cognitive impairment is accurate, relevant, and well structured.",
genetic_risk,measured_by,prs,0.5171968251466751,span,background,5,5,5,1.0,"Same as above using the abbreviation PRS; correct, informative, and well-structured.",
lipid_peroxidation,leads_to,oxidative_damage,0.5169039279222488,span,discussion,5,5,5,1.0,"Lipid peroxidation is a biochemical process that plausibly leads to oxidative damage, making the statement accurate, meaningful, and well-structured.",
slow_walking_speed,risk_factor_of,dementia,0.5167791575193406,span,baseline characteristics,5,5,5,1.0,Slow walking speed is a recognized risk factor for cognitive decline and dementia in the literature.,
sleep_disturbances,associated_with,dementia,0.5165472388267517,span,statistical analysis,5,5,5,1.0,"Sleep disturbances are well supported to be associated with dementia, and the triple is clear and well typed.",
age,risk_factor_of,incident_dementia,0.516498464345932,span,introduction,5,5,5,1.0,Age is a well established demographic risk factor for incident dementia and the triple is clear.,
depression,associated_with,cognitive_impairment,0.5158307313919067,span,introduction,5,5,5,1.0,"Depression is well-known to be associated with cognitive impairment, so this is accurate, relevant, and well-formed.",
cognitive_decline,affects,memory,0.5156374782323837,span,introduction,5,5,5,1.0,"Cognitive decline commonly impairs memory, a well‑established and well‑formed claim.",
low_physical_activity,risk_factor_of,dementia,0.5153735935688019,span,baseline characteristics,5,5,5,1.0,Low physical activity is a well-supported risk factor for dementia.,
unhealthy_lifestyle,risk_factor_of,dementia,0.51446553170681,span,statistical analysis,5,5,5,1.0,Unhealthy lifestyle is a well‑established risk factor for dementia and the triple is clear.,
exercise_habits,part_of,lifestyle,0.5142560064792633,span,discussion,5,5,5,1.0,"Exercise habits are a component of lifestyle, making this a correct, relevant, and well-formed triple.",
autoregulation,occurs_in,brain,0.5142189472913742,span,discussion,5,5,5,1.0,"Cerebral autoregulation is a physiological process that occurs in the brain, so the triple is accurate, informative, and well-formed.",
inflammatory_response,associated_with,alzheimer_s_disease,0.5139991819858551,span,pathway analysis by gsea in various ad stages,5,5,5,1.0,Inflammatory response is clearly and accurately associated with Alzheimer's disease and the triple is specific and well-formed.,
education,risk_factor_of,cognitive_decline,0.5132449477910995,span,results,5,5,5,1.0,"Educational attainment is a well-established predictor of cognitive decline risk, making this highly correct, relevant, and well-formed.",
white_matter_microstructural_integrity,measured_by,dti,0.51308933198452,span,white matter integrity,5,5,5,1.0,DTI is a standard imaging method used to measure white matter microstructural integrity.,
age,risk_factor_of,hypertension_status,0.5126960754394532,span,definitions,5,5,5,1.0,"Age (a demographic) being a risk factor for hypertension status is a well-formed, relevant, and accurate biomedical statement.",
cognitive_complexity_of_occupation,predicts,late_midlife_cognition_scores,0.5125183314085007,span,1 background,5,5,5,1.0,Occupational cognitive complexity is a plausible predictor of late‑midlife cognition scores and maps well to a risk‑factor→outcome triple.,
inflammatory_response,occurs_in,microglia,0.5124405980110168,span,pathway analysis by gsea in various ad stages,5,5,5,1.0,"Microglial inflammatory responses are well-established, making this triple highly correct and well-formed.",
depression,risk_factor_of,risk_of_dementia,0.5119695544242859,span,background,5,5,5,1.0,"Depression is a well-recognized risk factor for later dementia, the triple is specific and fits the schema.",
cardiovascular_disease,risk_factor_of,dementia,0.5119337499141693,span,discussion,5,5,5,1.0,"Cardiovascular disease is a well-established risk factor for dementia, and the triple is clear, relevant, and well-formed.",
cognitive_changes,affects,dailyfunction,0.5118416577577591,span,2.2.4dementiaoutcomes,5,5,5,1.0,"Cognitive changes affecting daily function is a factual, relevant, and properly structured statement.",
daytime_sleepiness,affects,cognitive_function,0.5118325859308243,span,discussion,5,5,5,1.0,"Daytime sleepiness (a symptom) plausibly affects cognitive function, and the triple is well structured and informative.",
aerobic_training,improves,crf,0.5116104066371918,span,white matter integrity,5,5,5,1.0,"Aerobic training improving cardiorespiratory fitness (CRF) is a well-established, clearly phrased claim.",
total_recall_sum_across_five_trials,measured_by,rey_auditory_verbal_learning_test,0.5116089314222336,span,outcome variables,5,5,5,1.0,Total recall sum across five trials is explicitly measured by the RAVLT and the triple is precise and well-formed.,
modifiable_risk_factors,risk_factor_of,dementia,0.5115893065929413,span,abstract,5,5,5,1.0,Well-formed and accurate: modifiable risk factors are indeed risk factors for dementia.,
education,risk_factor_of,dementia_risk,0.5114392817020417,span,statistical analysis,5,5,5,1.0,"Education is widely used as a risk/resilience factor for dementia risk, so this is accurate and well formed.",
less_education,risk_factor_of,dementia,0.5113716453313828,span,discussion,5,5,5,1.0,Lower education is a recognized risk factor for dementia and the triple fits the schema.,
