subject,predicate,object,confidence,source,correctness,relevance,well_formedness,normalized_score,rationale,error,document_id,section
brain-age,measured_by,positron_emission_tomography,0.6812584280967713,span,4,3,4,0.6666666666666666,"PET can be used to study aspects of brain aging, so measuring brain age with PET is plausible though less common than MRI.",,43_-_s41591-024-03209-x_d9VLc4l_27,article
risk_factors,experience,ethnicity,0.2,pos,2,2,1,0.16666666666666669,The predicate 'experience' is nonsensical here and the direction of the relationship is unclear so the triple is implausible and poorly formed.,,28_-_igae025_TAsiO8F_15,abstract
risk_factors,risk_factor_of,dementia,0.5912990629673005,span,1,1,1,0.0,This is tautological and ill-formed (a generic 'risk_factors' entity cannot meaningfully be a risk_factor_of dementia).,,34_-_arenson-et-al-2024-understanding-racial-disparities-in-dementia-prevalenc_6TmAgk8_21,introduction
formal_education,live,community,0.2,pos,1,1,1,0.0,Nonsensical relation between formal education and 'live community' and not conforming to domain entity types.,,59_-_brainsci-14-00170_74sUHiR_40,2.1.study design and participants
disease,affects,deep_layers,0.4806485503911972,span,3,2,3,0.41666666666666663,Vague generic statement that some disease affects deep layers is plausible but uninformative.,,37_-_ENEURO_8cwR40c,neuronal cell decline through ad stages
mice,treated_by,glucose_injection,0.5433148354291916,span,5,3,4,0.75,"Giving mice a glucose injection is a standard treatment/procedure, making the triple plausible.",,46_-_1-s2_FReAaUm,2.9.glucosetolerance tests
ketogenic_diet,prevents,carbohydrates,0.5987598955631257,span,1,2,1,0.08333333333333331,Saying a diet 'prevents carbohydrates' is nonsensical and factually incorrect.,,100_-_e20230112DOSE_WvcQb2u_60,diet and dementia
controls,versus,advanced_alzheimer_disease_samples,0.2,prep,4,3,3,0.5833333333333334,'Controls versus advanced Alzheimer disease samples' describes a common comparison and is plausible but uses a nonstandard predicate.,,37_-_ENEURO_8cwR40c,neuronal cell decline through ad stages
suspected_osa,adapt,stop,0.15000000000000002,pos,1,1,1,0.0,Malformed and semantically incoherent predicate/object pairing.,,31_-_zpae077_ruWgbRL_18,results
concentric_hypertrophy,increase,wall,0.2,pos,4,3,3,0.5833333333333334,"Concentric hypertrophy does increase wall thickness, but the object 'wall' is too vague for precise schema mapping.",,52_-_aerobic_exercise_training_for_the_aging_brain__vLXJT2d,cerebral blood flow
social_isolation,affects,new_zealanders,0.5247674494981766,span,4,3,4,0.6666666666666666,Social isolation plausibly affects New Zealanders generally and the triple is well structured though broad.,,92_-_PIIS2666606524000452_q1YNam3_58,social isolation
physical_activity,improves,cognitive_outcomes,0.6490420579910279,span,4,4,5,0.8333333333333333,"Physical activity improving cognitive outcomes is a coherent, supported claim though effect sizes vary.",,2_-_dc231524_M1uM06w_1,results
neighborhoods,locate,jingan,0.15000000000000002,pos,1,1,1,0.0,Geographic content outside the biomedical schema and the predicate is grammatically incorrect.,,59_-_brainsci-14-00170_74sUHiR_40,2.1.study design and participants
automated_pipeline,base,functional,0.15000000000000002,pos,1,1,1,0.0,Incoherent: 'automated_pipeline base functional' lacks clear meaning or relation.,,113_-_CNS-30-e70057_hB8kVVH_66,2.3 | brain magnetic resonance imaging
mediationeffect,occurs_in,brain_phenotypes,0.41449490189552307,span,2,2,2,0.25,A 'mediation effect' is a statistical concept and saying it 'occurs in' brain phenotypes is vague and mismatches typical entity types.,,115_-_fcae083_5XqFIZJ_67,brain structure mediates the link between sarcopenic and cognitive traits
separate_visits,use,integrated_approach,0.1,pos,1,1,1,0.0,The subject 'separate_visits' does not plausibly 'use' an 'integrated_approach' and the predicate is not in the allowed set.,,13_-_s12889-024-19630-3_58XNuB7_7,discussion
pgcs,part_of,primordial_germ_cells,0.5388108640909195,span,2,1,3,0.25,"As above, this expresses identity as a part/whole relation, which is misleading.",,58_-_s13148-024-01672-4_it5gU5v_39,introduction
high_ses,risk_factor_of,dementia,0.4412392109632492,span,1,2,5,0.41666666666666663,"High SES is generally protective (not a risk factor) for dementia, so the claim is likely incorrect though syntactically well-formed.",,112_-_11357_2023_Article_994_Hf4BPFB_65,joint associations of ses and lifestyle with incident dementia
brain_volumes,observe,significant_associations,0.1,pos,4,4,4,0.75,"Stating that brain volumes show significant associations is a coherent, plausible research finding with clear entities.",,115_-_fcae083_5XqFIZJ_67,brain structure and total thigh mfi
ppi,associated_with,dementia,0.6797667652368546,span,4,4,5,0.8333333333333333,"PPIs have been reported to be associated with dementia in some studies, and the drug→disease relation is well-formed.",,18_-_Alzheimer_s___Dementia_-_2023_-_Pourhadi_-_Proton_pump_inhibitors_and_dem_EHvagEE_11,2.6 sensitivity analyses
three_white_wooden_arms,part_of,y-maze,0.5772997587919235,span,5,3,4,0.75,"A Y‑maze is composed of three arms (often wooden and white in descriptions), so this is factually correct though somewhat descriptive.",,46_-_1-s2_FReAaUm,2.18.behavioralassessment
faq,examine,functional_status,0.15000000000000002,pos,5,4,3,0.75,"The FAQ (Functional Activities Questionnaire) is used to assess functional status, but the predicate 'examine' should be normalized (e.g., 'measured_by').",,36_-_jmir-2024-1-e49794_bCxMZ5Y_23,journal of medical internet research
social_engagement,contact,friends,0.2,pos,4,2,1,0.33333333333333337,"The idea that social engagement involves contact with friends is plausible, but the predicate 'contact' is malformed and the triple is poorly structured.",,92_-_PIIS2666606524000452_q1YNam3_58,social isolation
sleep_duration,associated_with,plasma_aβ,0.42806563079357146,span,4,4,4,0.75,Sleep duration associated with plasma Aβ is a plausible and clearly structured association between a lifestyle factor and a biomarker.,,26_-_zsad302_tSollNn_14,"srsd, sleepiness, and plasma amyloid β (a β )"
specific_diagnosis,measured_by,icd_codes,0.4936761736869812,span,5,4,4,0.8333333333333333,"ICD codes are a standard way to identify specific diagnoses, so this is factually correct and informative though the object is a coding term rather than a canonical entity type.",,35_-_s12916-024-03424-w_OUo7vC9_22,dementia case ascertainment
frailty_risk,identify,age,0.15000000000000002,pos,4,3,2,0.5,"Age plausibly identifies frailty risk, but the predicate direction is awkward and poorly formed.",,116_-_s41398-024-02927-7_KXcSiyb_68,subgroups analysis
blood_pressure,measured_by,blood_glucose_monitors,0.5363197684288025,span,1,2,2,0.16666666666666669,"Blood glucose monitors do not measure blood pressure, so this is incorrect.",,120_-_s12877-024-05054-6_yX1OhhV_71,participants and preparation procedure
list_recall,delay,word,0.15000000000000002,pos,4,3,2,0.5,"List recall with a delayed word component is a plausible measurement concept, but the predicate 'delay' is underspecified for the schema.",,68_-_Alzheimer_s___Dementia_-_2024_-_Huh_-_General_cognitive_ability_in_high_s_HHQaFnX_47,2.2.4dementiaoutcomes
estudo,part_of,estudo_longitudinal,0.42307931184768677,span,3,2,3,0.41666666666666663,A generic 'estudo' being part of a 'estudo_longitudinal' is possible but the terms are generic and the relation is vague.,,87_-_Rural-urban_disparities_in_fruit_and_vegetable_consumption_and_cognitive__vYJZH01_56,acknowledgements
direct_download,follow,alzheimer,0.1,pos,1,1,1,0.0,The phrase 'direct download follow alzheimer' is unclear and implausible as a factual claim.,,43_-_s41591-024-03209-x_d9VLc4l_27,data availability
blood,collect,morning,0.2,pos,4,3,3,0.5833333333333334,"Collecting blood in the morning is a plausible and common procedural detail, though the predicate is generic.",,26_-_zsad302_tSollNn_14,outcome variables
indian_health_service-funded,part_of,indian_health_service-funded_healthcare_system,0.38117341697216034,span,2,1,1,0.08333333333333331,The directionality and entities are unclear and do not conform to the provided entity types.,,55_-_J_American_Geriatrics_Society_-_2024_-_Apostolou_-_Alzheimer_s_disease_an_ebrdXpZ_36,discussion
chronic_activation,affects,pituitary-­adrenal_axis,0.38687217235565186,span,4,3,4,0.6666666666666666,Plausible (pituitary–adrenal interactions are affected by chronic activation) and reasonably well-formed despite nonstandard hyphenation.,,113_-_CNS-30-e70057_hB8kVVH_66,4 | discussion
standardized_current_density,measured_by,sloreta,0.4095471650362015,span,5,4,5,0.9166666666666667,"sLORETA produces standardized current density estimates, so this is correct, relevant, and well-formed.",,43_-_s41591-024-03209-x_d9VLc4l_27,eeg preprocessing
widowhood,care,family,0.2,pos,3,2,1,0.25,"It's plausible families provide care to widows, but the predicate 'care' is underspecified and the triple is poorly formed.",,12_-_s12916-024-03464-2_KAy1DzV_6,interpretation
formula,assume,confounding,0.35,svo,2,2,2,0.25,"Saying a formula 'assumes confounding' is ambiguous (often formulas assume no confounding), so the claim is unclear and the predicate is nonstandard.",,17_-_jpad_rKTEFZJ,discussion
obesity_epidemic,associated_with,malnutrition,0.6180908411741257,span,4,4,4,0.75,"As above, the obesity epidemic can be associated with malnutrition in many contexts, so this is plausible and well formed.",,92_-_PIIS2666606524000452_q1YNam3_58,obesity
further_definitions,classify,dementia,0.15000000000000002,pos,3,3,3,0.5,"Reasonable that further definitions classify dementia, but subject wording is odd and generic.",,8_-_1-s2_MUmCELt,strengths and limitations
fenestrated_endothelium,allow,blood,0.15000000000000002,pos,2,2,2,0.25,"Fenestrated endothelium permits exchange of blood-borne substances but does not literally 'allow blood', so the phrasing is inaccurate.",,46_-_1-s2_FReAaUm,original article
use_of_antihypertensive_agents,risk_factor_of,dementia,0.4828998178243637,span,2,3,4,0.5,"Antihypertensive use is a treatment and is not generally considered a risk factor for dementia, making this claim unlikely.",,20_-_med3789_rH3Cojx_12,lung function category and risk of development of dementia
impaired,occurs_in,validation_dataset,0.48469345569610595,span,3,2,2,0.33333333333333337,"An 'impaired' label might appear in a validation dataset, but the subject is incomplete and ill-specified.",,33_-_journal_ctZxPZh,construction and prediction of the overall impaired cognition score
cardiorespiratory_fitness,measured_by,peak_cycle-ergometer_test,0.6813975006341935,span,4,3,3,0.5833333333333334,"A peak cycle-ergometer test can assess CRF, but the object tokenization is awkward.",,65_-_1-s2_he0YXDz,archives of rehabilitation research and clinical translation
markers,measured_by,mri_markers,0.5092380821704865,span,2,1,2,0.16666666666666669,The triple is confusing and likely incorrect because 'markers' is vague and 'measured_by mri_markers' mixes levels/directions of measurement.,,64_-_Alzheimer_s___Dementia_-_2024_-_Charisis_-_Leptin_bioavailability_and_mar_6jCZ8bG_44,3.2.2associations with mri measures
sex,refer_to,biological_status,0.35,svo,4,4,3,0.6666666666666666,"It is accurate that 'sex' commonly refers to biological status, but the predicate is informal and not one of the expected relations.",,54_-_Alzheimer_s___Dementia_-_2023_-_Brady_-_Sex_and_gender_differences_in_ris_ZePv4lX_35,1 background
hypertension,associate_with,amyloid_burden,0.35,svo,4,4,5,0.8333333333333333,"Hypertension (risk factor) being associated with amyloid burden (biomarker) is plausible, informative, and fits the schema well.",,120_-_s12877-024-05054-6_yX1OhhV_71,discussion
young_migraine_sufferers,present,greater_risk,0.1,pos,2,2,1,0.16666666666666669,"Vague claim lacking what risk is increased and using nonstandard entity phrasing, so it's not well specified.",,56_-_fneur-15-1401880_e8zWra6_37,discussion
apoe,associated_with,hypertension,0.4941705524921417,span,3,4,5,0.75,"APOE has been variably linked to cardiovascular traits including blood pressure in some studies, so an association is plausible but not strongly established.",,32_-_fcae213_xz1udej_19,discussion
dementia,treated_by,management,0.6674408525228501,span,4,3,4,0.6666666666666666,"Similar to #12 but more generic: management can treat dementia, though wording is broad.",,29_-_000536524_Ju7PoIw_16,original paper
early_and_intermediate_alzheimer_s_disease,affects,vascular_cell,0.4276101887226105,span,4,4,3,0.6666666666666666,"Similar to above, Alzheimer’s stages plausibly affect vascular cells, but the subject formatting is nonstandard.",,37_-_ENEURO_8cwR40c,progression of marker genes through the ad stages
dementia,leads_to,deaths,0.5841452538967133,span,5,4,5,0.9166666666666667,Stating dementia leads to deaths is a valid way to express its contribution to mortality and is well‑formed.,,67_-_Early-life_cumulative_exposure_to_excess_bodyweight_and_midlife_cognitive_3WoPLoQ_46,introduction
lifestyle,aid,better_understanding,0.15000000000000002,pos,3,2,2,0.33333333333333337,"Plausible but vague claim that lifestyle 'aids better understanding', uses a nonstandard predicate and an ill-defined object.",,112_-_11357_2023_Article_994_Hf4BPFB_65,introduction
risk_factors,risk_factor_of,different_groups,0.4565747410058975,span,2,2,2,0.25,Vague and imprecise: risk factors differing by groups is plausible but the triple is poorly specified.,,120_-_s12877-024-05054-6_yX1OhhV_71,abstract
core_mechanisms,gut,microbiota,0.15000000000000002,pos,1,1,1,0.0,"The elements are misordered or malformed (unclear whether core mechanisms are of the gut microbiota), so the triple is not well formed or interpretable.",,47_-_xi-et-al-2024-can-early-gut-microbiota-screening-reduce-the-incidence-of-_VWRUL3S_31,discussion
cpg_dinucleotides,generate,bam,0.15000000000000002,pos,2,2,2,0.25,"Generating a BAM from CpG dinucleotides is conceptually incorrect (BAMs come from read alignments), and the triple is not well aligned with the schema.",,58_-_s13148-024-01672-4_it5gU5v_39,"library preparation of specimens, wgbs, and identification of ad‑associated dmrs"
aerobic_exercise_training,increase,cbf,0.15000000000000002,pos,4,4,4,0.75,"Aerobic exercise training has been reported to increase cerebral blood flow in some studies, and the triple is clear and well-formed.",,52_-_aerobic_exercise_training_for_the_aging_brain__vLXJT2d,cerebral blood flow
and/or,gives,informed_consent,0.5960956573486329,span,1,1,1,0.0,"'and/or' is not an entity and cannot coherently give informed consent, so the triple is nonsensical.",,5_-_Alzheimer_s___Dementia_-_2024_-_Xiao_-_Significance_of_plasma_ptau217_in_p_xCUnl6r_2,2.1 study participants
dna_repair,occurs_in,regions-specific,0.5744159400463105,span,3,2,1,0.25,The idea that DNA repair is region‑specific is plausible but the object is poorly phrased and the triple is ill‑formed.,,25_-_genes-15-00153_coMgvEa_13,4. discussion
last_decade,support,epigenetics,0.15000000000000002,pos,3,2,1,0.25,"It is plausible that evidence in the last decade supports epigenetics, but the time period cannot 'support' in this phrasing and the triple is poorly formed.",,58_-_s13148-024-01672-4_it5gU5v_39,discussion
alzheimer_disease,hamper,verification,0.2,pos,2,1,1,0.08333333333333331,"It is unclear what Alzheimer disease would 'hamper verification' of, so the claim is vague and poorly specified.",,86_-_Memory_complaint_in_a_middle-income_country___a_four-year_longitudinal_st_5s0pP3s_55,discussion
age-modified,risk_factor_of,alzheimer_disease_related_dementias,0.42703065276145935,span,2,2,1,0.16666666666666669,"'age-modified' is an adjective, not a clear risk factor entity, so the triple is poorly formed and ambiguous.",,44_-_cai_2024_oi_240718_1720040123_JiF8b4M,subgroup analyses
loneliness_score,between,good_sleepers,0.2,prep,2,2,1,0.16666666666666669,The phrase is ambiguous ('loneliness score between good_sleepers') and is poorly formed with unclear relation and targets.,,62_-_danish-et-al-2024-intersections-of-modifiable-risks-loneliness-is-associa_20wxD2u_43,statistical analyses
interventions,occurs_in,area-level,0.529076772928238,span,4,3,4,0.6666666666666666,"Interventions can occur at an area level (e.g., community interventions), making this plausible and structurally acceptable.",,112_-_11357_2023_Article_994_Hf4BPFB_65,discussion
controlling,prevents,dementia,0.7330773681402207,span,3,2,2,0.33333333333333337,"Partially plausible that controlling (e.g., risk factors) prevents dementia, but the subject is vague and not well-typed.",,29_-_000536524_Ju7PoIw_16,original paper
strongest_associations,detect,snps,0.15000000000000002,pos,2,2,2,0.25,"As written the direction is wrong (associations don't detect SNPs), making it misleading despite a plausible underlying idea.",,25_-_genes-15-00153_coMgvEa_13,4. discussion
.when,stratify,race,0.15000000000000002,pos,1,1,1,0.0,'.when' is not a valid subject and the triple is syntactically and semantically invalid despite 'stratify race' being a plausible study action.,,58_-_s13148-024-01672-4_it5gU5v_39,association of icrs with alzheimer’s disease
metabolites,occurs_in,intestinal_environment,0.467879581451416,span,5,3,4,0.75,"Metabolites do occur in the intestinal environment, making this a correct but general statement.",,47_-_xi-et-al-2024-can-early-gut-microbiota-screening-reduce-the-incidence-of-_VWRUL3S_31,discussion
cognitive_decline,occurs_in,midlife,0.7377929151058198,span,4,4,4,0.75,"Cognitive decline can begin or be detected in midlife, making the claim plausible and meaningful.",,57_-_wei-et-al-2024-modifiable-and-non-modifiable-risk-factors-for-dementia-am_OCoG51B_38,keywords
city,part_of,sa˜o_paulo,0.5441926747560502,span,2,2,1,0.16666666666666669,Asserting the generic class 'city' is part_of São Paulo is imprecise and thus poorly formed and only weakly correct.,,87_-_Rural-urban_disparities_in_fruit_and_vegetable_consumption_and_cognitive__vYJZH01_56,of urban and rural areas
activation,occurs_in,arh,0.7136645197868348,span,1,1,1,0.0,‘activation’ and ‘arh’ are too vague/unknown to support a credible relation.,,46_-_1-s2_FReAaUm,original article
evidence,regarding,racial_disparities,0.25,prep,4,2,2,0.41666666666666663,"Generic but plausible statement that there is evidence regarding racial disparities, yet uses a noncanonical predicate and a vague subject.",,57_-_wei-et-al-2024-modifiable-and-non-modifiable-risk-factors-for-dementia-am_OCoG51B_38,keywords
cvd,risk_factor_of,dementia,0.6580022037029267,span,5,5,5,1.0,Cardiovascular disease is a well-established risk factor for dementia and the triple is precise and well-formed.,,34_-_arenson-et-al-2024-understanding-racial-disparities-in-dementia-prevalenc_6TmAgk8_21,introduction
chd,occurs_in,minnesota_system,0.6542091995477677,span,1,1,1,0.0,"Saying CHD 'occurs in' a 'minnesota_system' is nonsensical (the object is unclear), so the triple is incorrect and poorly formed.",,119_-_migraine-association-with-alzheimers-disease-risk-evidence-from-the-uk-b_2M4H5sv_70,covariates
social_determinants_of_health,risk_factor_of,dementia,0.5780971407890321,span,4,5,5,0.9166666666666667,Social determinants of health are established contributors to dementia risk and the triple is clear and well-formed.,,34_-_arenson-et-al-2024-understanding-racial-disparities-in-dementia-prevalenc_6TmAgk8_21,introduction
way_interaction_term,control,age,0.15000000000000002,pos,2,2,2,0.25,"Controlling for age is plausible, but saying an 'interaction term' controls age is imprecise and the triple is awkwardly phrased.",,32_-_fcae213_xz1udej_19,statistical analyses
significant_interactions,compare,groups,0.15000000000000002,pos,3,3,2,0.41666666666666663,"Significant interactions can reflect comparisons between groups, but the predicate is imprecise and schema fit is weak.",,49_-_besser-et-al-2024-intersectionality-of-gender-with-social-determinants-of_kuLsWan_32,statistical analyses
comprehensive_financial_data,collect,english,0.15000000000000002,pos,2,1,1,0.08333333333333331,Unclear and ill-formed (collecting 'english' is not a valid object in the domain and predicate is vague).,,12_-_s12916-024-03464-2_KAy1DzV_6,modifiable risk factors
hypothalamic,part_of,adrenal_axis,0.690762746334076,span,3,3,3,0.5,Relating the hypothalamus to an 'adrenal_axis' is partially plausible but the terminology is ambiguous.,,113_-_CNS-30-e70057_hB8kVVH_66,4 | discussion
excessive_or_harmful_alcohol_use,risk_factor_of,dementia,0.6047464489936829,span,5,4,4,0.8333333333333333,Excessive or harmful alcohol use is a well‑established modifiable risk factor for dementia and the triple is clear and meaningful.,,79_-_association-of-alcohol-consumption-with-cognition-and-functionality-in-ol_yNhYEKs_51,introduction
modifiable_factors,show,declining_trend,0.1,pos,3,3,3,0.5,That modifiable factors show a declining trend is a plausible study finding but lacks specificity.,,57_-_wei-et-al-2024-modifiable-and-non-modifiable-risk-factors-for-dementia-am_OCoG51B_38,results
consensus,reach_regarding,role,0.39999999999999997,svo,3,2,1,0.25,"A consensus can be reached regarding a role, but the predicate form is awkward and the triple is poorly structured.",,41_-_jamaneurology_nguyen_ho_2024_oi_240035_1723221544_3J4hG0e,discussion
accelerated,treated_by,ef­_fective_interventions,0.4695609241724014,span,2,2,2,0.25,"As in prior similar triples, the subject 'accelerated' is incomplete and the claim is only weakly plausible.",,32_-_fcae213_xz1udej_19,conclusions
protective_association,between,light_alcohol_consumption,0.2,prep,2,2,1,0.16666666666666669,The claim is ambiguous and malformed — it hints at a protective association involving light drinking (plausible) but the triple structure and relation are not well defined.,,71_-_1-s2_JQqHHNg,introduction
authors,declare,potential_conflicts,0.35,svo,5,3,4,0.75,"Common, factual, and well-formed declaration that authors declare potential conflicts, though somewhat boilerplate.",,62_-_danish-et-al-2024-intersections-of-modifiable-risks-loneliness-is-associa_20wxD2u_43,declaration of conflicting interests
ewas,evaluate_with,proper_adjustment,0.3,svo,4,4,3,0.6666666666666666,"It is plausible and informative that EWAS should be evaluated with proper adjustment for confounding, but the predicate is nonstandard.",,122_-_s11357-024-01224-x_xovPrUB_72,introduction
risk_reduction_strategies,prevents,alzheimer_s_disease_related_dementias,0.5889262437820435,span,4,4,5,0.8333333333333333,It is plausible that risk reduction strategies can prevent Alzheimer-related dementias and the triple maps cleanly to the schema.,,55_-_J_American_Geriatrics_Society_-_2024_-_Apostolou_-_Alzheimer_s_disease_an_ebrdXpZ_36,why does this paper matter?
genetic_factors,causes,early_neuroinflammation,0.4591740667819977,span,3,3,4,0.5833333333333334,"Genetic factors may contribute to early neuroinflammation but direct causation is uncertain, though the triple is syntactically acceptable.",,105_-_s12916-024-03418-8_sYLiP2s_61,discussion
childhood_hypertension,occurs_in,childhood,0.4340993046760559,span,5,2,3,0.5833333333333334,"Trivially true that childhood hypertension occurs in childhood, so correct but not very informative.",,13_-_s12889-024-19630-3_58XNuB7_7,abstract
neuropathologically-confirmed_alzheimer_s_disease,occurs_in,women,0.44867880940437316,span,4,4,5,0.8333333333333333,Stating that neuropathologically confirmed Alzheimer’s occurs in women is well-formed and plausibly accurate (women are commonly affected).,,49_-_besser-et-al-2024-intersectionality-of-gender-with-social-determinants-of_kuLsWan_32,discussion
demark,part_of,"randomized,_placebo-controlled_trials",0.3963080048561096,span,1,1,1,0.0,"Subject 'demark' is undefined, so claiming it is part of the trials is not meaningful or well‑formed.",,61_-_Alzheimer_s___Dementia_-_2024_-_Wang_-_Associations_of_semaglutide_with_f_p5aJXwB_42,4 discussion
absolute_differences,occurs_in,univariate,0.42926551401615143,span,3,2,2,0.33333333333333337,"Absolute differences can be seen in univariate analyses, but the object 'univariate' is underspecified and the triple is vague.",,25_-_genes-15-00153_coMgvEa_13,4. discussion
obesity,determine,body,0.2,pos,1,1,1,0.0,Obesity does not 'determine body' which is vague and nonsensical in the schema.,,89_-_Monitoring_risk_factors_for_dementia_in_middle-aged_and_older_adults___a__mYybTq0_57,methods
group_le­_vel,occurs_in,uk_biobank,0.5692024409770966,span,3,2,2,0.33333333333333337,"If intended as 'group_level' metadata exists in UK Biobank this is plausible, but the subject label is odd and not a standard entity.",,115_-_fcae083_5XqFIZJ_67,discussion
total_protein_lysates,measured_by,antibodies,0.554006564617157,span,2,2,3,0.33333333333333337,"Antibodies detect specific proteins in lysates but do not measure 'total protein lysates' as a bulk quantity, so the statement is misleading.",,46_-_1-s2_FReAaUm,2.8.immunoblotanalyses of liver and white adipose tissue
risk_factors,between,unattributed_dementia,0.25,prep,2,2,1,0.16666666666666669,The phrase 'risk_factors between unattributed_dementia' is unclear and does not form a meaningful relation under the schema.,,35_-_s12916-024-03424-w_OUo7vC9_22,heterogeneity of risk factors for unattributed dementia
lifestyles,risk_factor_of,mci,0.6856733024120332,span,5,4,4,0.8333333333333333,"Lifestyles are plausibly risk factors for MCI overall, so the statement is accurate and suitably formed.",,5_-_Alzheimer_s___Dementia_-_2024_-_Xiao_-_Significance_of_plasma_ptau217_in_p_xCUnl6r_2,predicting dementia
pdgfrb,downregulate,alzheimer,0.15000000000000002,pos,2,2,2,0.25,The claim that the PDGFRB gene 'downregulates' Alzheimer disease is grammatically and biologically awkward and not clearly supported as stated.,,37_-_ENEURO_8cwR40c,pathway analysis by gsea in various ad stages
dtifit,measured_by,diffusion_toolbox,0.43581993877887726,span,2,2,2,0.25,"dtifit is a tool within diffusion toolboxes (so the relation 'measured_by' is the wrong predicate), making this structurally and semantically weak.",,112_-_11357_2023_Article_994_Hf4BPFB_65,brain imaging data preprocessing
most_significant_modifiable_risk_factor,affects,children,0.45944524109363555,span,1,2,1,0.08333333333333331,The meta-label is not a concrete factor and the claim that it 'affects children' is too vague to assess.,,92_-_PIIS2666606524000452_q1YNam3_58,hearing loss
gene_set,associated_with,disease,0.4306086331605911,span,4,3,3,0.5833333333333334,"Gene sets can be associated with diseases (plausible), but 'gene_set' is not a typed entity in the provided schema so the triple is less well-formed.",,58_-_s13148-024-01672-4_it5gU5v_39,identification of ad‑related icrs in nhbs and nhws
influential_factors,include,prevalent_comorbidities,0.1,pos,4,3,2,0.5,"Stating influential factors include prevalent comorbidities is sensible, but the predicate is nonstandard and the structure is coarse.",,26_-_zsad302_tSollNn_14,limitations
early_interventions,prevents,dementia,0.49868265092372893,span,3,4,4,0.6666666666666666,"Early interventions may prevent or delay dementia in some contexts but claiming categorical prevention is stronger than current evidence, so the triple is plausible but somewhat overstated.",,105_-_s12916-024-03418-8_sYLiP2s_61,demographics
risk_factors,associated_with,cns,0.6297894775867463,span,3,2,3,0.41666666666666663,"Risk factors can be associated with CNS (central nervous system) conditions, so the idea is plausible but the statement is vague and underspecified.",,122_-_s11357-024-01224-x_xovPrUB_72,statistical analyses
metabolic_alterations,associate_with,impaired_spatial_memory,0.3,svo,5,4,4,0.8333333333333333,"Metabolic alterations being associated with impaired spatial memory is a plausible, informative claim with clear entities.",,46_-_1-s2_FReAaUm,abstract
skull,part_of,ratio-­corrected_method,0.5998278588056565,span,1,1,1,0.0,"'ratio-corrected_method' is a methodology, not something of which the skull is a part, making this relation implausible and ill-formed.",,113_-_CNS-30-e70057_hB8kVVH_66,2.3 | brain magnetic resonance imaging
rcts,with,aerobic_training_programs,0.2,prep,4,4,3,0.6666666666666666,"RCTs with aerobic training programs is a plausible and relevant association, but the predicate 'with' is a generic preposition rather than a canonical relation.",,52_-_aerobic_exercise_training_for_the_aging_brain__vLXJT2d,white matter integrity
low_education,play,significant_role,0.3,svo,4,3,2,0.5,"Low education plausibly plays a significant role in health outcomes, but the predicate/object are expressed in a nonstandard, vague way.",,11_-_PIIS2666606524001007_9MNVWIN_5,articles
tau,measured_by,braak_stages,0.42736839056015014,span,4,3,4,0.6666666666666666,Braak stages assess tau pathology distribution so linking tau and Braak stages as a measurement is plausible and structurally acceptable.,,45_-_s40120-024-00666-x_SVToKWc_29,conclusions
specific_associations,between,bmi,0.25,prep,1,1,1,0.0,"'specific_associations between bmi' is incomplete, vague, and not schema-conformant.",,59_-_brainsci-14-00170_74sUHiR_40,1. introduction
observed,occurs_in,sex-specific,0.556515234708786,span,1,1,1,0.0,Single-word subject 'observed' with 'occurs_in sex-specific' is malformed and not a meaningful factual claim.,,31_-_zpae077_ruWgbRL_18,discussion
alzheimer_disease,contribute_to,progressive_decline,0.35,svo,5,4,5,0.9166666666666667,"Alzheimer disease causing or contributing to progressive decline is a well‑established, relevant, and well‑formed statement.",,45_-_s40120-024-00666-x_SVToKWc_29,introduction
cardiovascular_rfs,associate,cerebrovascular_damage,0.1,pos,5,5,5,1.0,Cardiovascular risk factors are plausibly and informatively associated with cerebrovascular damage and the triple is well structured.,,29_-_000536524_Ju7PoIw_16,socioeconomic differences
dz_pairs,reflect,role,0.15000000000000002,pos,2,1,1,0.08333333333333331,"Vague terms ('dz_pairs', 'role') make the claim ambiguous and not clearly meaningful.",,68_-_Alzheimer_s___Dementia_-_2024_-_Huh_-_General_cognitive_ability_in_high_s_HHQaFnX_47,3.2.3co-twincontrol results
aberrations,affects,grey_matter,0.48471138179302214,span,3,2,2,0.33333333333333337,Plausible that aberrations affect grey matter but the subject is imprecise and the triple is vague.,,115_-_fcae083_5XqFIZJ_67,discussion
antiepileptic_drugs,gives,benefits,0.5934956133365632,span,4,3,3,0.5833333333333334,"This is a true general claim that antiepileptic drugs give benefits, but it is non-specific and informally phrased.",,122_-_s11357-024-01224-x_xovPrUB_72,discussion
damage_accumulation,occurs_in,cell_cultures,0.7420167207717896,span,4,3,3,0.5833333333333334,Damage accumulation in cell cultures is plausible and meaningful but the subject is somewhat generic.,,25_-_genes-15-00153_coMgvEa_13,1. introduction
aging,risk_factor_of,dementia,0.7906820535659791,span,5,5,5,1.0,Age is a well-established risk factor for dementia and the triple fits the schema.,,5_-_Alzheimer_s___Dementia_-_2024_-_Xiao_-_Significance_of_plasma_ptau217_in_p_xCUnl6r_2,3.2 feature selection for model construction
